LAMMPS data file with

118224 atoms
9408 bonds

6 atom types
2 bond types
1 angle types

-0.0 500.0 xlo xhi
-0.0 17.8 ylo yhi
-150.0 148.0 zlo zhi

Masses

1 63.55
2 63.55
3 63.55
4 63.55
5 15.999
6 1.0

Atoms #full

51646 1 3 0 2.0795015244299755 1.4483143498106008 -119.5227980295713337 0 0 0
51736 1 3 0 2.1443330237053528 3.8982693309822491 -119.6093291158313576 0 0 0
52359 1 3 0 4.3492550773919296 2.6470868355298984 -119.5903231339200232 0 0 0
52273 1 3 0 6.7020659419961426 1.3528962505840560 -119.6708457911845329 0 0 0
52360 1 3 0 6.6115206972050409 3.9141383518729129 -119.6461204155731082 0 0 0
52272 1 3 0 4.4614968958616847 0.1352347005550672 -119.4537876643354366 0 0 0
52964 1 3 0 9.0198692180478339 2.7505381710689254 -119.6805443054377207 0 0 0
52879 1 3 0 8.8699764938000971 0.0351074696799148 -119.5517392400027745 0 0 0
52880 1 3 0 11.1211181867198068 1.2905853289642419 -119.7208067566911183 0 0 0
52965 1 3 0 11.1376379795777698 3.9709432652540686 -119.7045295149506217 0 0 0
53471 1 3 0 13.1794117199006013 0.0744255725207842 -119.8411856883991362 0 0 0
53553 1 3 0 13.4682201295611890 2.4891816094576660 -119.7814128527235056 0 0 0
53472 1 3 0 15.7230442595835740 1.3173911435650139 -119.6523383420585134 0 0 0
54125 1 3 0 17.7354671508937898 2.7557923822591235 -119.6288578266863283 0 0 0
54044 1 3 0 17.8441315783322700 0.2738545047250632 -119.6103092890313064 0 0 0
53554 1 3 0 15.5258299222751415 3.9827525413827010 -119.4590642974811630 0 0 0
54045 1 3 0 19.9485388050729391 1.5022685080432543 -119.6802663643871512 0 0 0
54688 1 3 0 22.3176660622083993 2.9861415239384943 -119.4291628984067444 0 0 0
54609 1 3 0 22.0919868555265246 0.0988905475188199 -119.5868985843398633 0 0 0
54126 1 3 0 20.0096457650519390 4.0668210047748268 -119.7180803893468521 0 0 0
54610 1 3 0 24.3241306197748024 1.4101024046964721 -119.5788290258413156 0 0 0
55231 1 3 0 26.6527512859468594 2.7228882939458483 -119.6353653432646524 0 0 0
55157 1 3 0 26.6017573789980055 0.2145501673680128 -119.5156936106671566 0 0 0
54689 1 3 0 24.4467107808171029 3.9670726330293662 -119.7207469056557017 0 0 0
55158 1 3 0 28.9497759259604379 1.5425343771513693 -119.4928490336134814 0 0 0
55232 1 3 0 28.9843340251160591 4.1536574365723880 -119.6425215483326951 0 0 0
55745 1 3 0 31.2287754057650382 2.7445776870137317 -119.6125446741210965 0 0 0
55673 1 3 0 31.2152143071436079 0.2435984911453791 -119.7099512997220359 0 0 0
55674 1 3 0 33.3360102223031518 1.5317717465195917 -119.7107042382135234 0 0 0
55746 1 3 0 33.4317253480576895 4.0974871163632525 -119.7610118128428525 0 0 0
56251 1 3 0 35.5528922970781878 2.6455377004129805 -119.6474613985878790 0 0 0
56178 1 3 0 35.6286740053668964 0.1581945495397105 -119.6644061369449048 0 0 0
56179 1 3 0 37.9345412596267053 1.3743813981278872 -119.5349316749260424 0 0 0
56252 1 3 0 37.8718086222721340 3.9302919438578434 -119.6751260824462548 0 0 0
56770 1 3 0 40.3368748673685786 2.6315306765600073 -119.6037260507265074 0 0 0
56693 1 3 0 40.2609660788519719 0.0329286355827658 -119.5002494256525125 0 0 0
56694 1 3 0 42.5983940893922721 1.3623398316430284 -119.5372393134449993 0 0 0
57317 1 3 0 44.7839966897610324 2.5716687945101637 -119.7044690625611452 0 0 0
56771 1 3 0 42.5649062318799523 3.8114134589613666 -119.7885115172637427 0 0 0
57237 1 3 0 46.8162998872845080 1.0709457446510033 -119.6790556575903679 0 0 0
57888 1 3 0 49.2363003667213519 2.3950594411755883 -119.5547372388124785 0 0 0
57805 1 3 0 49.0457596930975228 -0.0143580412842752 -119.5151225910537391 0 0 0
